#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     PSP>Parker Solar Probe
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       L3i>Solar Wind Ion velocity moments and fits
#     DESCRIPTOR                      SWP_SPC>Solar Wind Electrons Alphas and Protons / Solar Probe Cup
#     FILE_NAMING_CONVENTION          source_descriptor_datatype_yyyyMMdd
#     DATA_VERSION                    01
#     PI_NAME                         Justin C. Kasper
#     PI_AFFILIATION                  University of Michigan
#     TEXT                            This file includes the densities, vector velocities, and scalar (radial component)                     
#     TEXT                             temperatures of the solar wind protons measured by the Solar Probe Cup (SPC).                         
#     TEXT                             These are determined both by a direct computation of the velocity moments of                          
#     TEXT                             the reduced distribution function and by attempting to fit the primary peak                           
#                                      in the ion I(V) curve with a Maxwellian model.                                                        
#                                     When such fitting is successful, the data set also includes Maxwellian model                           
#                                      fits to the alpha-particle (He++) and tertiary (usually proton beam or shoulder)                      
#                                      populations.                                                                                          
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     LOGICAL_SOURCE                  psp_swp_spc_l3i
#     LOGICAL_FILE_ID                 psp_swp_spc_l3i_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Parker Solar Probe/SWEAP/SPC level 3 ion data
#     TIME_RESOLUTION                 variable
#     RULES_OF_USE                    NASA open data policy applies. Consultation with the instrument team is strongly                       
#                                      recommended.                                                                                          
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Thu Jan 20 14:38:22 2022
#     ACKNOWLEDGEMENT                 This project acknowledges the Parker Solar Probe SWEAP instrument team and the                         
#                                      SWEAP science data center for providing these solar wind plasma measurements.                         
#     MODS                            2018-12-04: CDF skeleton created (MLS)
#                                     2019-01-20: expanded data quality flags, variable notes
#                                     2019-01-28: modified to include RTN reference frame
#                                     2019-07-23: minor modifications for spdf compliance
#                                     2019-08-20: minor modifications for spdf compliance
#                                     2019-10-01: corrections to axis label fields, expanded var_notes
#                                     2019-11-04: contracted calibration file variables to global attribute
#                                     2019-10-31: inclusion of standalone general_flag variable
#     LINK_TITLE                      Space Science Reviews
#                                     Data Link
#     LINK_TEXT                       SWEAP instrument paper at
#                                     Smithsonian Astrophysical Observatory SWEAP
#     HTTP_LINK                       https://link.springer.com/article/10.1007/s11214-015-0206-3
#                                     http://sweap.cfa.harvard.edu/Data.html
#                                     spase://NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S            
#     CALIBRATIONS_USED               psp_swp_spc_calfiles_spc_uvphithetalookup_20190819
#                                     psp_swp_spc_calfiles_sensorgainoffsets_20190618_v02
#                                     psp_swp_spc_calfiles_sensorcrosstalk_20190210_v00
#                                     psp_swp_spc_calfiles_raytracesim_20181219_v00
#                                     psp_swp_spc_calfiles_dVthermalcorrection_20181217_v00
#                                     psp_swp_spc_calfiles_mvind2volt_20180801
#                                     psp_swp_spc_calfiles_effectiveAreaTable_v00
#     CDAWEB_PARENTS                  psp_swp_spc_l3i_00000000_v01
#                                     psp_swp_spc_l3i_20181120_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF TT2000 time [ns]
#       NOTES:  Spacecraft ephemeris time, expressed as the number of nanoseconds since J2000 (2000-01-01T12:00:00.000000000) with leap seconds included.    Please refer to CDF TT2000 documentation with regards to this convention.  This time corresponds to the first measurement of the spectrum. Owing to frequent changes in the operating mode, this is usually NOT regular cadence.
#  2. Proton bulk velocity from the 1st moment of the reduced distribution function in [inertial] RTN coordinate system (Only Good Quality)
#       NOTES:  This moment is a model-independant estimate of the proton bulk speed, but it is subject to confusion with alpha particles when present. Error bars represent estimated upper and lower limits.
#  3. ---> lower uncertainty
#       NOTES:  This moment is a model-independant estimate of the proton most-probable thermal speed, but it is subject to confusion with alpha particles when present. Error bars represent estimated upper and lower limits.
#  4. ---> upper uncertainty
#       NOTES:  This moment is a model-independant estimate of the proton most-probable thermal speed, but it is subject to confusion with alpha particles when present. Error bars represent estimated upper and lower limits.
#
EPOCH                         VP_MOMENT_R          VP_MOMENT_T          VP_MOMENT_N VP_MOMENT_R_DELTALOW VP_MOMENT_T_DELTALOW VP_MOMENT_N_DELTALOW VP_MOMENT_R_DELTAHIGH VP_MOMENT_T_DELTAHIGH VP_MOMENT_N_DELTAHIGH
                                   (@_1_)               (@_2_)               (@_3_)               (@_1_)               (@_2_)               (@_3_)                (@_1_)                (@_2_)                (@_3_)
2018 27911687.168789              339.248              58.0445              10.3657              122.284              50.4302              40.1526               122.284               50.4302               40.1526
2018 27911715.130849         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27911743.092929              541.724              40.6307              9.31274              84.1662              15.6487              13.8098               84.1662               15.6487               13.8098
2018 27911771.054988              540.121              37.3733             -24.3540              65.9861              7.38814              8.48056               65.9861               7.38814               8.48056
2018 27911799.017028         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27911826.979107              533.317              35.8171             -6.77223              72.5201              9.30771              10.0457               72.5201               9.30771               10.0457
2018 27911854.941167              537.613              34.7798             -1.72785              79.7435              14.3047              11.3428               79.7435               14.3047               11.3428
2018 27911882.903227              541.178              39.2718             -7.40069              80.9872              17.2197              17.1516               80.9872               17.2197               17.1516
2018 27911910.865306              545.090              37.6195             -26.4423              61.9351              12.3220              7.42486               61.9351               12.3220               7.42486
2018 27911938.827366              523.846              42.5961             -24.7753              68.0701              13.6923              15.8303               68.0701               13.6923               15.8303
2018 27911966.789426              514.792              13.3514             -13.6495              61.3288              35.5386              31.2767               61.3288               35.5386               31.2767
2018 27911994.751485         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912022.713545              510.432              16.7072             -38.2726              60.8249              34.1822              35.9860               60.8249               34.1822               35.9860
2018 27912050.675624         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912078.637684         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912106.599744              534.943              13.1650             -49.9991              67.6807              19.5864              19.6207               67.6807               19.5864               19.6207
2018 27912134.561803         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912162.523863         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912190.485942              538.925              49.2105              15.2440              75.4521              36.2981              36.7015               75.4521               36.2981               36.7015
2018 27912218.448002         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912246.410062         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912274.372141         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912302.334201         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912330.296241              569.472              17.8762             -41.0093              93.1980              33.9028              32.8615               93.1980               33.9028               32.8615
2018 27912358.258320         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912386.220380         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912414.182439         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912442.144519         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912470.106579         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912498.068638              545.285              31.4922             -35.0583              81.3770              13.1985              15.3098               81.3770               13.1985               15.3098
2018 27912526.030698         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912553.992757         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912581.954837         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912609.916897         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912637.878956         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912665.841036         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912693.803075              574.920              39.2876             -23.3377              91.7603              8.51055              10.5565               91.7603               8.51055               10.5565
2018 27912721.765155         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912749.727215         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912777.689274              563.345              20.8908             -31.6188              90.9166              24.3814              24.7664               90.9166               24.3814               24.7664
2018 27912805.651354              561.192              16.0881             -35.7197              93.6460              23.1699              24.7839               93.6460               23.1699               24.7839
2018 27912833.613414              534.610              21.4169             -19.9170              74.8530              30.1690              29.7652               74.8530               30.1690               29.7652
2018 27912861.575453              520.250              31.5941             -6.59666              70.3656              22.3907              22.6293               70.3656               22.3907               22.6293
2018 27912889.537533         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912917.499592              526.462              13.0835              3.20479              70.8324              20.7160              22.9231               70.8324               20.7160               22.9231
2018 27912945.461672         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27912973.423732         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913001.385791         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913029.347851              502.508              22.3300             -1.77006              54.2288              44.2779              42.8927               54.2288               44.2779               42.8927
2018 27913057.309910              531.632              39.0676             -26.6298              76.3398              29.0811              29.5594               76.3398               29.0811               29.5594
2018 27913085.271970         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913113.234050              538.420              23.5335             -36.3974              75.4081              64.8307              64.9970               75.4081               64.8307               64.9970
2018 27913141.196109         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913169.158169              567.307              23.1682             -19.8701              90.8453              118.285              117.595               90.8453               118.285               117.595
2018 27913197.120248              556.858              28.5053             -13.8517              98.8970              26.0571              26.6723               98.8970               26.0571               26.6723
2018 27913225.082288         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913253.044368         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913281.006427         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913308.968487              546.162              42.8929             -11.9161              73.3742              40.7362              40.3957               73.3742               40.7362               40.3957
2018 27913336.930567         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913364.892626              576.353              25.4878             -17.1062              98.6972              50.4254              50.0194               98.6972               50.4254               50.0194
2018 27913392.854686              577.695              33.0214             -22.4308              87.5113              10.3057              9.07597               87.5113               10.3057               9.07597
2018 27913420.816745              555.641              33.3480             -31.1806              61.3278              22.8377              22.1983               61.3278               22.8377               22.1983
2018 27913448.778805              538.795              27.9733             -28.9178              72.7841              84.6787              85.0468               72.7841               84.6787               85.0468
2018 27913476.740865              542.725              37.4865             -14.9827              77.0264              3.72748              7.43093               77.0264               3.72748               7.43093
2018 27913504.702944              519.113              17.7350             -24.8757              62.3205              35.7912              36.8383               62.3205               35.7912               36.8383
2018 27913532.665004              512.409              29.1814             -27.5645              57.2033              19.6648              20.2458               57.2033               19.6648               20.2458
2018 27913560.627064              500.344              29.1491             -13.0269              57.0530              22.1768              22.1545               57.0530               22.1768               22.1545
2018 27913588.589123         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913616.551183         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913644.513262         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913672.475322              522.303              23.0725             -28.3789              61.5780              21.2991              20.7050               61.5780               21.2991               20.7050
2018 27913700.437382              510.771              25.0660             -34.7657              56.0782              29.0694              29.2866               56.0782               29.0694               29.2866
2018 27913728.399461         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913756.361521         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913784.323580         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913812.285640              530.406              20.3697             -34.3915              47.5817              21.2672              24.5791               47.5817               21.2672               24.5791
2018 27913840.247700              506.669              25.2710              11.1024              52.1980              23.9635              22.7915               52.1980               23.9635               22.7915
2018 27913868.209779         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913896.171839         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913924.133899         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27913952.095958              493.508              15.3730              29.5274              45.5094              32.8773              27.9493               45.5094               32.8773               27.9493
2018 27913980.058018              533.987             -1.93859             -42.6939              56.5794              35.1334              35.0794               56.5794               35.1334               35.0794
2018 27914008.020097              554.755              2.31739             -60.0837              77.9228              36.5307              37.2022               77.9228               36.5307               37.2022
2018 27914035.982157              545.322              24.2550             -32.4002              63.3420              49.8113              50.3465               63.3420               49.8113               50.3465
2018 27914063.944216              527.505              32.1216             -33.2823              50.7885              16.2083              16.7238               50.7885               16.2083               16.7238
2018 27914091.906296              532.467              25.9902             -48.8422              81.3591              21.7441              21.0372               81.3591               21.7441               21.0372
2018 27914119.868356         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27914147.830395         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27914175.792475              531.740              27.3709             -35.7626              73.2035              22.4484              25.2668               73.2035               22.4484               25.2668
2018 27914203.754535              534.373              17.1386             -38.7211              78.3899              25.2242              26.2730               78.3899               25.2242               26.2730
2018 27914231.716594         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
2018 27914259.678674         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31         -1.00000E+31          -1.00000E+31          -1.00000E+31          -1.00000E+31
