#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     PSP>Parker Solar Probe
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       L3i>Solar Wind Ion velocity moments and fits
#     DESCRIPTOR                      SWP_SPC>Solar Wind Electrons Alphas and Protons / Solar Probe Cup
#     FILE_NAMING_CONVENTION          source_descriptor_datatype_yyyyMMdd
#     DATA_VERSION                    01
#     PI_NAME                         Justin C. Kasper
#     PI_AFFILIATION                  University of Michigan
#     TEXT                            This file includes the densities, vector velocities, and scalar (radial component)                     
#     TEXT                             temperatures of the solar wind protons measured by the Solar Probe Cup (SPC).                         
#     TEXT                             These are determined both by a direct computation of the velocity moments of                          
#     TEXT                             the reduced distribution function and by attempting to fit the primary peak                           
#                                      in the ion I(V) curve with a Maxwellian model.                                                        
#                                     When such fitting is successful, the data set also includes Maxwellian model                           
#                                      fits to the alpha-particle (He++) and tertiary (usually proton beam or shoulder)                      
#                                      populations.                                                                                          
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     LOGICAL_SOURCE                  psp_swp_spc_l3i
#     LOGICAL_FILE_ID                 psp_swp_spc_l3i_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Parker Solar Probe/SWEAP/SPC level 3 ion data
#     TIME_RESOLUTION                 variable
#     RULES_OF_USE                    NASA open data policy applies. Consultation with the instrument team is strongly                       
#                                      recommended.                                                                                          
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Thu Jan 20 14:38:22 2022
#     ACKNOWLEDGEMENT                 This project acknowledges the Parker Solar Probe SWEAP instrument team and the                         
#                                      SWEAP science data center for providing these solar wind plasma measurements.                         
#     MODS                            2018-12-04: CDF skeleton created (MLS)
#                                     2019-01-20: expanded data quality flags, variable notes
#                                     2019-01-28: modified to include RTN reference frame
#                                     2019-07-23: minor modifications for spdf compliance
#                                     2019-08-20: minor modifications for spdf compliance
#                                     2019-10-01: corrections to axis label fields, expanded var_notes
#                                     2019-11-04: contracted calibration file variables to global attribute
#                                     2019-10-31: inclusion of standalone general_flag variable
#     LINK_TITLE                      Space Science Reviews
#                                     Data Link
#     LINK_TEXT                       SWEAP instrument paper at
#                                     Smithsonian Astrophysical Observatory SWEAP
#     HTTP_LINK                       https://link.springer.com/article/10.1007/s11214-015-0206-3
#                                     http://sweap.cfa.harvard.edu/Data.html
#                                     spase://NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S            
#     CALIBRATIONS_USED               psp_swp_spc_calfiles_spc_uvphithetalookup_20190819
#                                     psp_swp_spc_calfiles_sensorgainoffsets_20190618_v02
#                                     psp_swp_spc_calfiles_sensorcrosstalk_20190210_v00
#                                     psp_swp_spc_calfiles_raytracesim_20181219_v00
#                                     psp_swp_spc_calfiles_dVthermalcorrection_20181217_v00
#                                     psp_swp_spc_calfiles_mvind2volt_20180801
#                                     psp_swp_spc_calfiles_effectiveAreaTable_v00
#     CDAWEB_PARENTS                  psp_swp_spc_l3i_00000000_v01
#                                     psp_swp_spc_l3i_20181120_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF TT2000 time [ns]
#       NOTES:  Spacecraft ephemeris time, expressed as the number of nanoseconds since J2000 (2000-01-01T12:00:00.000000000) with leap seconds included.    Please refer to CDF TT2000 documentation with regards to this convention.  This time corresponds to the first measurement of the spectrum. Owing to frequent changes in the operating mode, this is usually NOT regular cadence.
#  2. Proton density estimate from the 0th moment of the reduced distribution function (Only Good Quality)
#       NOTES:  This moment is a model-independant estimate of the proton density, but it is subject to confusion with alpha particles when present. Error bars represent estimated upper and lower limits.
#  3. ---> upper uncertainty
#       NOTES:  This moment is a model-independant estimate of the proton density, but it is subject to confusion with alpha particles when present. Error bars represent estimated upper and lower limits.
#  4. ---> lower uncertainty
#       NOTES:  This moment is a model-independant estimate of the proton density, but it is subject to confusion with alpha particles when present. Error bars represent estimated upper and lower limits.
#
EPOCH                       NP_MOMENT NP_MOMENT_DELTAHIGH NP_MOMENT_DELTALOW
Year____Secs-of-year (Good_Q)_cm^{-3}   (Good_Qs)_cm^{-3}  (Good_Qs)_cm^{-3}
2018 27912777.689274          18.4344             28.0973            1.11189
2018 27912805.651354          20.2425             26.8195            1.80989
2018 27912833.613414          22.2405             26.5780            1.50143
2018 27912861.575453          18.6336             27.1744           0.981221
2018 27912889.537533     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27912917.499592          23.4000             27.5570            1.41390
2018 27912945.461672     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27912973.423732     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913001.385791     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913029.347851          20.3543             28.3341            1.62448
2018 27913057.309910          17.1705             30.7065            1.20009
2018 27913085.271970     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913113.234050          19.9479             30.1021            2.57778
2018 27913141.196109     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913169.158169          16.7327             28.4076            3.79785
2018 27913197.120248          15.7579             29.6267            1.52635
2018 27913225.082288     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913253.044368     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913281.006427     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913308.968487          19.2784             22.7074            1.22113
2018 27913336.930567     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913364.892626          21.5932             25.5547            1.51342
2018 27913392.854686          21.1138             21.2759            1.27824
2018 27913420.816745          20.7695             18.8762            1.21899
2018 27913448.778805          19.6135             26.6350            3.04410
2018 27913476.740865          21.4179             24.6280            1.23843
2018 27913504.702944          20.5656             25.0038            2.00882
2018 27913532.665004          18.2774             21.8511            1.91257
2018 27913560.627064          18.1105             25.9807            1.77966
2018 27913588.589123     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913616.551183     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913644.513262     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913672.475322          21.4716             24.3453            1.44119
2018 27913700.437382          17.3866             21.8292            1.84235
2018 27913728.399461     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913756.361521     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913784.323580     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913812.285640          21.3405             18.4182            1.35389
2018 27913840.247700          18.5961             26.0980            1.47337
2018 27913868.209779     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913896.171839     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913924.133899     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27913952.095958          20.3603             24.2052            1.71617
2018 27913980.058018          18.7384             26.0230            1.43488
2018 27914008.020097          19.9761             23.6416            1.90756
2018 27914035.982157          18.0515             25.0363            1.44323
2018 27914063.944216          19.5417             22.9411            1.25433
2018 27914091.906296          16.9227             33.2895           0.687225
2018 27914119.868356     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914147.830395     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914175.792475          17.9952             29.3816            1.24236
2018 27914203.754535          20.5620             28.0404            1.93460
2018 27914231.716594     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914259.678674     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914287.640733          17.4066             22.8518            1.04517
2018 27914315.602793          20.7655             22.4472            2.09672
2018 27914343.564853          18.1627             21.8922            1.80893
2018 27914371.526912          19.4481             20.1660            1.35086
2018 27914399.488992          21.8077             19.8535            2.28676
2018 27914427.451052     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914455.413111          19.5384             24.4208            3.94203
2018 27914483.375191          18.6462             28.2832            2.13576
2018 27914511.337230          23.2720             20.8389            2.46517
2018 27914539.299310          18.8112             25.9688            1.86509
2018 27914567.261370          18.7434             28.4438            1.73806
2018 27914595.223429          15.2179             29.7671            1.48997
2018 27914623.185509     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914651.147568     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914679.109628     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914707.071688          19.7483             24.6578            2.40224
2018 27914735.033747          17.0453             28.1592            2.74919
2018 27914762.995807     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914790.957886     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914818.919946          22.7560             28.5076            2.49390
2018 27914846.882006     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914874.844065     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914902.806125     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914930.768205          17.9565             21.7601            1.69579
2018 27914958.730264     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27914986.692324          16.2809             25.5143            1.88211
2018 27915014.654403          16.5302             28.9357            1.20004
2018 27915042.616463     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915070.578523          17.3245             25.3855            1.75629
2018 27915098.540582          16.0977             26.8320            1.90787
2018 27915126.502642          19.2523             30.1446            2.49590
2018 27915154.464721          19.8521             31.2337            2.36507
2018 27915182.426781     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915210.388841          22.8741             25.9018            1.97608
2018 27915238.350920          16.8659             23.9231            1.87818
2018 27915266.312960     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915294.275020          17.3392             21.5175            1.38638
2018 27915322.237099          18.2792             32.2471           0.782438
2018 27915350.199159     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915378.161218          13.4863             37.8514            1.29282
2018 27915406.123298     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915434.085338          20.8764             23.4932            2.07036
2018 27915462.047417          18.0249             29.7874            2.49093
2018 27915490.009477          22.0720             27.4055            2.40729
2018 27915517.971537          23.7817             28.7743            3.39479
2018 27915545.933616     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915573.895676          23.4284             29.2428            2.38100
2018 27915601.857735     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915629.819795     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915657.781854          17.1112             29.3474            1.80371
2018 27915685.743934     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915713.705994     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915741.668053          19.9899             22.9292            1.26108
2018 27915769.630133     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915797.592173     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915825.554252          21.4470             22.0049           0.958775
2018 27915853.516312          19.4296             22.4984            1.09003
2018 27915881.478371          15.8286             23.5454            2.19137
2018 27915909.440451          17.7155             23.6779            1.93198
2018 27915937.402511          20.4538             19.3450            1.57598
2018 27915965.364570     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27915993.326630     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916021.288690     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916049.250749     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916077.212829     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916105.174888          5.60340             57.6146            1.73501
2018 27916133.136948     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916161.099027     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916189.061067     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916217.023147     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916244.985206     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916272.947266          15.8590             27.5940            2.43005
2018 27916300.909346     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916328.871405     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916356.833465          22.5449             25.5872            2.14741
2018 27916384.795524     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916412.757584     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916440.719664     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916468.681723     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916496.643783     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916524.605843     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916552.567902     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916580.529962          18.9983             22.8015            1.07243
2018 27916608.492041          17.0482             22.6262            1.09027
2018 27916636.454101     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916664.416161     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916692.378240     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916720.340280          16.8914             20.0174           0.949649
2018 27916748.302359     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916776.264419          19.6884             22.1538            1.17976
2018 27916804.226479     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916832.188558     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916860.150618     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916888.112678          17.4318             18.8866            1.79076
2018 27916916.074737     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916944.036797     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27916971.998876          17.3408             26.6744            2.06491
2018 27916999.960936     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917027.922996          22.0172             24.7482            1.90572
2018 27917055.885075     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917083.847115     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917111.809174     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917139.771254          20.8854             28.0451            2.23844
2018 27917167.733314     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917195.695373          18.6407             22.0660            1.58188
2018 27917223.657453          19.0454             26.4442            3.14709
2018 27917251.619492          20.4945             27.5388            4.49849
2018 27917279.581572     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917307.543632          20.6280             30.9215            1.29629
2018 27917335.505691     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917363.467771     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917391.429831     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917419.391890     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917447.353950          19.7353             25.1257            2.29640
2018 27917475.316009     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917503.278089     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917531.240149          19.1337             24.4266            1.20257
2018 27917559.202208          19.7695             29.3779            2.13234
2018 27917587.164288          17.8936             30.5514            2.12718
2018 27917615.126327     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917643.088407     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917671.050467     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917699.012526          19.6347             21.5727            2.28542
2018 27917726.974606     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917754.936665     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917782.898705          17.4233             27.8405            2.80848
2018 27917810.860785     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917838.822844     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917866.784904          18.2706             26.0543            2.54107
2018 27917894.746984     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917922.709043     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917950.671103     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27917978.633163     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918006.595222     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918034.557302     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918062.519361          17.5851             26.5070            2.11432
2018 27918090.481421          14.3727             39.0895            2.54928
2018 27918118.443501     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918146.405540     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918174.367620          20.1574             24.2928            1.98020
2018 27918202.329679          19.5066             20.1965            1.76281
2018 27918230.291739          17.8180             24.4253            1.78034
2018 27918258.253819          25.3609             19.8749            1.89455
2018 27918286.215878          18.8122             24.4886            1.13522
2018 27918314.177918          20.4471             23.7717            1.91959
2018 27918342.139997          18.8074             24.9744            1.78335
2018 27918370.102057          23.2621             18.5482            1.63766
2018 27918398.064117          19.6186             24.1523            2.60796
2018 27918426.026196          20.6463             26.4815            1.68105
2018 27918453.988256          20.2811             23.8334            2.64229
2018 27918481.950315          21.8510             25.8874            1.95820
2018 27918509.912375     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918537.874435     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918565.836514          23.5207             21.9461            1.90062
2018 27918593.798574          18.1315             26.2530            2.18626
2018 27918621.760634          21.2007             25.0261            2.45791
2018 27918649.722693          24.0813             16.7536            1.11898
2018 27918677.684753          19.3912             28.3740            2.00174
2018 27918705.646832          20.3634             21.3022            1.80846
2018 27918733.608892     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918761.570952          18.1170             26.2817            1.30312
2018 27918789.533031          17.9428             30.7309            1.48200
2018 27918817.495091          22.3198             20.3613            1.93732
2018 27918845.457130          19.4349             23.8207            1.57113
2018 27918873.419210          16.7063             23.8540            2.02760
2018 27918901.381270     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27918929.343329          21.7757             17.6311            1.12052
2018 27918957.305409          20.2932             25.7916            2.55988
2018 27918985.267469     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919013.229528          18.3133             23.0181            1.92643
2018 27919041.191588          19.6922             18.9590           0.884007
2018 27919069.153647     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919097.115727     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919125.077787     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919153.039846          17.7439             25.8781            2.17734
2018 27919181.001906     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919208.963965     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919236.926045     -1.00000E+31        -1.00000E+31       -1.00000E+31
2018 27919264.888105          17.4197             24.9234            2.47938
2018 27919292.850164          20.8293             23.9367            1.83499
2018 27919320.812244          22.3040             19.9957            2.08238
2018 27919348.774283          20.5968             21.8193            1.75767
